 0.0276218,0.008626005,-0.6229231,-4.649176,-0.04095786,0.9431127,-0.329212,-0.02192025
0.0570595,0.01696204,-0.6481233,-4.734514,-0.03697694,0.9452172,-0.3242016,-0.009512314
0.0867579,0.02111563,-0.6646653,-4.777576,-0.02378913,0.9476223,-0.3184756,0.004406287
0.1138196,0.02418673,-0.6829384,-4.853942,0.0004472485,0.9508656,-0.3095611,0.005128184
0.1465541,0.02916451,-0.6939412,-4.9333,0.004547785,0.9518623,-0.3064917,-0.0005677916
0.1747128,0.0357382,-0.701106,-5.012265,0.009216961,0.9507794,-0.3096161,-0.008445187
0.1997315,0.0372581,-0.6977997,-5.047203,0.003216587,0.9516162,-0.30685,-0.01610646
0.2228451,0.03899148,-0.6942411,-5.083995,0.001960419,0.9549967,-0.2956266,-0.02413584
0.2510675,0.04230199,-0.6969278,-5.160144,0.01520313,0.9595236,-0.2794973,-0.031058
0.2780129,0.04163485,-0.6987724,-5.186968,0.02322523,0.9611383,-0.2728744,-0.03483301
0.3387141,0.03470448,-0.6914978,-5.251442,0.02027299,0.954954,-0.2944833,-0.03052118
0.430165,0.0139748,-0.655944,-5.408967,0.003388799,0.9545766,-0.295314,-0.03951835
0.4886985,-0.01958332,-0.5963054,-5.629037,-0.03421142,0.9459849,-0.3197848,-0.04098547
0.5407666,-0.05807033,-0.5522022,-5.901625,-0.06647305,0.9403045,-0.3337247,-0.006059844
0.5731638,-0.07391512,-0.5529925,-6.134153,-0.0698688,0.9430134,-0.3234036,0.03541439
0.6030805,-0.0662532,-0.5746298,-6.328363,-0.04940581,0.9460378,-0.3052775,0.09683555
0.6286698,-0.06112544,-0.6059237,-6.452948,-0.03321831,0.9560193,-0.2547408,0.1415302
0.6557093,-0.05156349,-0.6143819,-6.556598,-0.006008747,0.9714776,-0.1718153,0.1633241
0.6806362,-0.048342,-0.6357132,-6.592567,0.04619054,0.9801392,-0.1018504,0.1637686
0.7049093,-0.04253228,-0.6669567,-6.640912,0.07606122,0.9808678,-0.08110208,0.1597985
0.7310281,-0.02450049,-0.695889,-6.634461,0.002107979,0.9596999,-0.1907219,0.2063899
0.7629501,-0.0465712,-0.6429411,-6.682238,-0.03355931,0.9713013,-0.1372013,0.1913724
0.7892165,-0.06430603,-0.6446522,-6.701577,-0.06080194,0.9605475,-0.2107482,0.1709879
0.8173131,-0.07401676,-0.6118586,-6.699113,-0.06407782,0.9597588,-0.2308366,0.1465317
0.8556037,-0.08209214,-0.5860423,-6.692574,-0.0699517,0.9608797,-0.2380528,0.1230766
0.8900385,-0.08178822,-0.5574553,-6.799061,-0.08075945,0.9565341,-0.252592,0.1213168
0.9167512,-0.07380236,-0.5539279,-6.847308,-0.0692967,0.9566146,-0.2592948,0.1133705
0.9421003,-0.0699313,-0.5566994,-6.917241,-0.04897282,0.9568688,-0.2638301,0.111344
0.9672177,-0.06869571,-0.5632459,-7.012496,-0.03362362,0.9581429,-0.2643029,0.1047648
0.9936997,-0.07144447,-0.5755371,-7.070577,-0.0326643,0.9619547,-0.2531193,0.09750371
1.029465,-0.07699071,-0.606226,-7.164327,-0.01657732,0.9680482,-0.2376037,0.07843763
1.052308,-0.08532571,-0.636525,-7.26143,0.01517241,0.9734223,-0.2229435,0.05015023
1.080639,-0.0910871,-0.6597599,-7.30819,0.05089146,0.9759334,-0.210895,0.02207902
1.105022,-0.1026015,-0.6754788,-7.407772,0.02706589,0.9780909,-0.2064062,-0.001456383
1.130916,-0.1051618,-0.6749496,-7.462127,0.04716469,0.9828171,-0.1781884,-0.009746628
1.154125,-0.1080597,-0.6734667,-7.50812,0.04808346,0.9752631,-0.214193,-0.02590752
1.183892,-0.1204833,-0.6630685,-7.604551,0.03933511,0.9730388,-0.2215746,-0.05052655
1.211963,-0.1420346,-0.6317256,-7.696811,0.01442286,0.9743677,-0.2184307,-0.0518426
1.235109,-0.1613057,-0.5910643,-7.800259,0.008848313,0.9725483,-0.2241849,-0.06174709
1.261643,-0.1799491,-0.5509251,-7.880028,0.0133362,0.968304,-0.2411346,-0.06374587
1.285999,-0.2006937,-0.5363973,-7.983901,0.007873754,0.9648367,-0.2551383,-0.06271035
1.325896,-0.2184751,-0.5489058,-8.02652,-0.000222367,0.9667144,-0.2528601,-0.03905095
1.354726,-0.2404876,-0.5681083,-8.114983,-0.01700878,0.966244,-0.2556009,-0.02741081
1.386033,-0.258413,-0.5913836,-8.212818,-0.03331199,0.965395,-0.2582931,-0.01369198
1.421011,-0.2775468,-0.6201411,-8.309894,-0.0259652,0.9722542,-0.232392,-0.006457499
1.451922,-0.2922177,-0.6517261,-8.409729,0.0005320586,0.9804099,-0.1969435,-0.003065126
1.476251,-0.3010937,-0.6720338,-8.529928,0.002324821,0.9839792,-0.17761,0.01530725
1.504101,-0.3031619,-0.6727411,-8.638357,-0.01772444,0.9827344,-0.1737956,0.06094279
1.530093,-0.3051923,-0.6611429,-8.701792,-0.02203465,0.9796596,-0.1851427,0.07418744
1.5554,-0.3080402,-0.6464546,-8.754246,-0.02712499,0.9719608,-0.217687,0.08466841
1.582459,-0.309135,-0.6222492,-8.859756,-0.05760369,0.9672983,-0.231116,0.08718441
