0.0408292,0,0,0,0,0,0,
0.0728489,0,0,0,0,0,0,
0.0861886,0,0,0,0,0,0,
0.1197393,0,0,0,0,0,0,
0.1536192,0,0,0,0,0,0,
0.1894508,0,0,0,0,0,0,
0.2267754,0,0,0,0,0,0,
0.2631128,0,0,0,0,0,0,
0.2971414,0,0,0,0,0,0,
0.3328438,0,0,0,0,0,0,
0.3677137,0,0,0,0,0,0,
0.4024411,0,0,0,0,0,0,
0.4364846,0,0,0,0,0,0,
0.474175,0,0,0,0,0,0,
0.5115864,0,0,0,0,0,0,
0.5457034,0,0,0,0,0,0,
0.580541,0,0,0,0,0,0,
0.615505,0,0,0,0,0,0,
0.6503934,0,0,0,0,0,0,
0.685149,0,0,0,0,0,0,
0.7226468,0,0,0,0,0,0,
0.7603154,0,0,0,0,0,0,
0.7938499,0,0,0,0,0,0,
0.84769,0,0,0,0,0,0,
0.8834805,0,0,0,0,0,0,
0.9190162,0,0,0,0,0,0,
0.9531282,0,0,0,0,0,0,
0.9868639,0,0,0,0,0,0,
1.018736,0,0,0,0,0,0,
1.031027,0,0,0,0,0,0,
1.062878,0,0,0,0,0,0,
1.07659,0,0,0,0,0,0,
1.108955,0,0,0,0,0,0,
1.121184,0,0,0,0,0,0,
1.163772,0,0,0,0,0,0,
1.204802,0.08,0,0,0,0,0,
1.240034,0.54,0,0,0,0,0,
1.27626,2.03,0,0,0,0,0,
1.311699,3.29,0,0,0,0,0,
1.348495,3.65,0,0,0,0,0,
1.383855,3.78,0,0,0,0,0,
1.416747,3.86,0,0,0,0,0,
1.44981,4.07,0,0,0,0,0,
1.483404,4.33,0,0,0,0,0,
1.516598,4.72,0,0,0,0,0,
1.550254,4.87,0,0,0,0,0,
1.587447,5.05,0,0,0,0,0,
1.621308,5.11,0,0,0,0,0,
1.654693,5.26,0,0,0,0,0,
1.688458,5.34,0,0,0,0,0,
1.724043,5.39,0,0,0,0,0,
1.755787,5.39,0,0,0,0,0,
1.767689,5.39,0,0,0,0,0,
1.798304,5.39,0,0,0,0,0,
1.809876,5.39,0,0,0,0,0,
1.846545,4.66,0,0,0,0,0,
1.88079,3.34,0,0,0,0,0,
1.914444,1.92,0,0,0,0,0,
1.94771,0.53,0,0,0,0,0,
1.981091,-0.84,0,0,0,0,0,
2.014694,-2.36,0,0,0,0,0,
2.049772,-3.3,0,0,0,0,0,
2.085939,-4.19,0,0,0,0,0,
2.120746,-5.31,0,0,0,0,0,
2.15476,-6.04,0,0,0,0,0,
2.187767,-6.53,0,0,0,0,0,
