-0.0001940625,-0.002506445,0.09438994,287.6478,144.2142,108.0227
-0.0002840437,-0.002186519,0.09827805,287.7061,144.2271,144.009
-0.0008863572,0.002361867,0.1226831,252.1561,144.2384,179.9966
-0.001016731,0.007457972,0.1464674,216.3359,144.245,180.041
-0.00149619,0.009071085,0.1574544,180.3672,144.2306,216.0046
-0.003287647,0.01027131,0.1683238,144.5398,144.1573,216.0066
-0.003487157,0.01191829,0.1742667,108.6076,144.1533,215.9801
-0.003565219,0.02138171,0.1803079,72.6768,108.1922,215.9486
-0.003542156,0.03372393,0.1917565,36.93443,108.1779,215.8973
-0.002493304,0.03503012,0.182953,1.136863,108.1207,179.9478
0.0003623784,0.05065045,0.2057756,36.9988,108.1806,215.8398
0.0001442989,0.05009146,0.1913463,72.51955,108.1953,215.811
-0.0005367201,0.05279037,0.2039621,108.1009,108.2705,251.702
-0.001716702,0.05297442,0.2134771,108.231,108.2514,251.708
-0.00151491,0.05266874,0.1997558,108.1065,108.3752,251.6844
-0.002459274,0.05842043,0.2174251,108.1156,108.3391,215.7375
-0.003721181,0.05678921,0.2264719,144.0238,144.2706,179.858
-0.003397799,0.05165586,0.2248663,180.0082,180.1591,215.8294
-0.0008753963,0.0709028,0.2703737,180.1082,216.0662,215.8518
0.001348517,0.08369569,0.2935374,215.6675,216.1068,215.8203
0.0004396685,0.07216156,0.3127634,179.3773,216.0292,179.9376
-0.0003029605,0.0635329,0.3158524,143.9243,251.8907,144.0389
0.0007950005,0.06450792,0.301463,143.8056,251.9116,108.0834
0.000122261,0.07397362,0.3380269,143.7864,251.8102,108.1304
0.001340486,0.0722865,0.3569632,179.674,251.7642,108.2462
0.002716776,0.06881432,0.3375782,143.7822,251.8022,108.2154
0.005990684,0.07177557,0.3303001,107.8247,215.8814,108.2332
0.007890071,0.06351932,0.3201513,143.6181,180.0514,144.1849
0.007268305,0.05103265,0.3087878,143.6668,180.0669,144.1353
0.006423836,0.04314554,0.3174412,108.3133,180.1343,179.9941
0.00594925,0.06033837,0.2832338,144.1714,144.1613,215.9827
0.004056001,0.06377122,0.3193294,179.9673,108.2154,251.9398
0.003790316,0.05707978,0.2998562,180.0668,108.2497,251.931
0.003540209,0.05399466,0.2642245,144.1429,108.3203,251.8056
0.003738875,0.0693493,0.3215749,144.1367,108.1624,251.819
0.001439758,0.05996978,0.2969767,180.1011,108.1147,251.8225
-0.00155053,0.05709754,0.2886659,180.1381,143.9555,251.815
-0.001413789,0.07089115,0.3111727,180.2336,179.8344,251.896
-0.001055438,0.07775556,0.3007199,215.7551,215.72,216.0479
-0.0001534769,0.06523768,0.272999,251.5722,215.6799,216.0549
0.004914786,0.06583267,0.3044033,179.8566,215.7852,180.1109
0.007046921,0.06766132,0.314495,215.6778,179.8671,180.0907
0.00879244,0.06833921,0.3640804,251.5316,143.9417,215.9471
0.008099472,0.05171787,0.3285995,251.6066,144.105,251.8928
0.007761238,0.05566651,0.3380764,251.5956,144.1027,215.9227
0.006665651,0.05554758,0.3562025,251.3957,108.1877,179.9692
0.005208433,0.03901883,0.3106066,215.5812,72.2401,179.9803
0.004959314,0.03394965,0.2852018,179.7664,36.26638,179.942
0.005549784,0.03969997,0.3130969,143.8391,36.31911,143.967
0.004319158,0.04145014,0.281472,179.8198,36.22793,108.0104
-0.0001441289,0.05043178,0.3494166,144.2796,72.20659,143.9121
-0.003750755,0.06273562,0.3497635,144.1804,72.19352,108.067
-0.004296124,0.06148893,0.3310275,179.9908,36.21207,108.0676
-0.005916741,0.0567489,0.3565761,180.0088,72.19324,108.0698
-0.005915354,0.05058102,0.3092262,144.3049,108.1287,108.0738
-0.006129808,0.05645381,0.3292712,180.2049,144.055,72.12801
-0.006129926,0.05645837,0.3293262,180.2045,144.0549,72.12793
-0.006842867,0.05311681,0.3131847,180.1564,179.9788,108.1023
-0.008560515,0.07069818,0.3944857,180.0195,215.8772,108.1248
-0.008617618,0.07219474,0.3997282,215.4802,215.8649,144.0536
-0.004286237,0.03735717,0.309162,179.6805,179.9376,144.1021
-0.003326026,0.04178728,0.3196321,143.8367,179.9569,108.1597
-0.0009010723,0.048738,0.3312732,143.659,179.9342,108.172
-0.0003941751,0.04488393,0.3389104,179.5206,179.9268,144.1165
-0.0001435986,0.03789666,0.3234146,143.6353,179.9709,180.0597
0.0002568934,0.04265563,0.354664,143.725,215.9094,216.0539
0.001120822,0.04638793,0.3923005,179.7053,215.9107,180.0652
0.00334161,0.0301323,0.3406998,179.698,180.0171,215.9794
0.003523504,0.02423059,0.2867739,144.0003,215.9517,216.0221
0.00574329,0.03392194,0.3205725,144.2207,216.0078,180.2217
0.007188418,0.04082045,0.3827438,215.8698,287.771,180.3031
0.008511117,0.03630405,0.3795553,215.8879,251.8116,180.2632
0.008580349,0.03589108,0.3702503,180.0119,215.8281,144.3191
0.01020894,0.03974474,0.4007047,180.1375,179.8695,144.3197
0.01108583,0.03813639,0.3890696,180.0478,143.985,108.3319
0.01138018,0.034749,0.3636805,180.0047,108.0305,144.2932
0.01115488,0.03128463,0.3536757,180.1602,143.9983,144.3422
0.01156717,0.03925564,0.3832792,180.2599,108.0199,144.29
0.009117531,0.03455696,0.3519465,215.9985,107.9437,144.1114
0.01047123,0.02841057,0.3476975,215.6217,72.15864,179.8024
0.003125363,0.01857396,0.2814644,179.6088,72.18355,179.8163
0.004529865,0.02358647,0.3201144,179.6106,72.20275,179.8443
0.003263115,0.0201127,0.2946912,215.3546,108.171,143.8682
0.002478814,0.01200705,0.3250807,215.5975,144.0308,143.8842
0.002028397,0.01259194,0.3183126,179.7069,179.9618,107.9198
0.001675781,0.01381114,0.2906147,179.7086,179.9738,71.93255
0.001653751,0.01110727,0.2989624,215.4027,215.9118,36.04087
0.00196897,0.007306286,0.2811045,215.4348,215.9005,72.0272
0.005687058,0.008901891,0.2722572,179.8895,215.9278,36.22617
0.007847796,0.01285145,0.2529327,180.0947,179.9983,36.19486
0.007887862,0.006443331,0.2572519,216.1319,180.0533,108.0856
0.007549617,0.003468066,0.2824855,180.5133,180.0133,144.0128
0.007354299,0.01330317,0.2574939,180.2786,180.0767,179.983
0.006891101,0.01328615,0.2825902,216.0689,180.1184,215.9126
0.006897936,0.01143103,0.3121429,216.0581,180.1086,215.9405
0.006550024,0.009392982,0.2851835,180.3636,144.1714,215.9344
0.006577636,0.01047767,0.2849032,144.3874,144.1768,179.9439
0.006824152,0.01405435,0.3041116,180.0576,144.2399,179.9168
0.005680121,0.009426681,0.3091215,179.904,144.2498,215.8591
0.003367525,0.006209073,0.2913725,144.2561,180.1879,215.8229
0.0008560495,0.01751371,0.2735637,215.632,180.2449,179.8964
-0.0006817707,0.01175839,0.2709885,215.6713,144.2755,143.9328
-0.001607565,0.01040585,0.2455353,179.8896,144.2755,108.0406
-0.002521054,0.01895031,0.266472,179.8701,108.3258,108.1258
-0.003314306,0.01756139,0.269184,215.6544,144.3049,144.0865
-0.003845415,0.01546966,0.2788778,251.6122,180.2939,180.0421
-0.00768196,0.004668714,0.230318,215.9829,216.0691,215.9539
-0.00801763,0.01298897,0.2449077,180.2327,251.8742,215.9626
-0.007189171,0.01861416,0.2536437,215.9317,251.8073,216.0231
-0.006334395,0.01351758,0.2544133,215.8292,215.8148,251.9932
-0.001732268,0.01481212,0.2666321,216.0431,251.7835,216.2248
0.0009614521,0.015314,0.2730141,251.8015,215.8189,216.2096
0.00325126,0.006670491,0.2422525,251.6738,215.8186,252.0214
0.00376998,0.006025245,0.2204154,215.7594,179.8261,216.0274
0.004163961,0.007405205,0.2073455,179.78,179.8302,216.0621
0.00777675,0.0106166,0.2390866,215.5497,179.7584,216.0334
0.009008676,0.003206677,0.2105767,251.4198,179.8454,216.0673
0.01104039,-0.00413026,0.2083869,215.637,179.7374,180.1244
0.01527368,-0.002741007,0.2245121,179.9538,215.3988,144.2719
0.01827586,-0.0005786613,0.220327,179.9133,251.1894,180.1376
0.02322756,-0.01117435,0.1931151,215.7972,286.8896,251.8638
0.0218608,-0.009326081,0.172746,179.9578,286.8504,215.9366
0.02505426,-0.008696725,0.1843466,179.9792,286.8538,251.8881
0.02515802,-0.008707587,0.1845514,179.9784,250.855,215.8888
0.02405052,-0.01054431,0.1458354,144.111,214.9855,215.9547
0.02502859,-0.009196817,0.145371,108.1939,179.0688,215.9301
0.02739535,-0.005666221,0.1573038,108.1391,179.0114,251.8615
0.02323383,-0.005621477,0.1237819,107.9284,179.311,251.7418
0.02105312,-0.004759227,0.1194344,107.9382,178.7267,215.8873
0.0191687,-0.002164135,0.1134255,107.6498,176.6483,180.4058
0.02689739,-0.006332539,0.1147822,143.006,208.8604,145.2768
0.02477712,-0.007533437,0.1015243,178.804,243.0918,109.5421
0.0245709,-0.007568707,0.1005952,214.7644,278.7341,109.5827
0.01820366,-0.007458363,0.0882664,250.4939,312.4987,73.8113
0.01171595,-0.006363061,0.07780293,286.3318,347.4293,73.79335
0.001370569,-0.003501263,0.04360495,322.0603,346.2281,37.99447
-0.002240663,-0.001871077,0.04610255,357.8587,345.0877,38.01175
-0.004282358,-0.001426428,0.03504138,357.6003,345.1329,73.59105
-0.008418495,-0.001064894,0.01676731,357.8152,347.1657,109.0234
-0.01359344,0.0008111562,0.009962202,357.971,348.3234,144.7473
-0.02065227,0.005382366,0.008179497,322.6717,352.4602,179.9519
-0.02039734,0.005137204,0.009086517,286.9361,316.8867,215.8528
-0.01582941,0.00584034,0.01177315,287.1181,283.1371,215.6513
-0.01116386,0.005418456,0.01098771,287.1446,284.1512,179.7316
-0.005068098,0.003379561,0.007799407,287.2712,285.5588,215.4873
-0.001636696,0.001835689,0.00416076,287.3915,286.7193,215.491
-0.000749397,0.00108578,0.002289165,287.5324,287.4267,179.834
-0.0004878255,0.001112371,0.001202827,287.3833,287.7005,143.9759
-0.0003265802,0.0007049089,0.001161556,251.634,287.8329,108.0086
-0.0002114789,0.0001919837,0.0007623106,215.9166,251.9914,108.1227
-0.0004173379,0.00101002,-0.0005364445,287.2956,251.9278,72.21617
-0.0004470045,0.0008915759,-0.0005556385,287.3654,287.8913,72.20632
-0.000298124,0.0006692358,-0.0004270266,251.5158,287.8686,108.0775
-0.0004680621,0.0007867761,-0.0006797388,251.4159,287.8113,72.14879
-0.0004704523,0.000828969,-0.0007829103,251.3786,287.7908,72.13284
-0.0003665424,0.0009757403,-0.0009891627,251.2629,287.7868,108.0583
-0.000336077,0.0006239798,-0.0006307951,251.5319,287.7998,108.0488
